outer_fold,repeat_id,split_id,model,target,MAE,RMSE,R2,MedAE,Q90_AE,Q95_AE,Max_AE,n_samples,best_params_json,best_inner_score,energy_target_mode,weight_scheme
1,1,1,RandomForest,Final Energy,1689.554369644342,3007.024333178643,-0.09171792993721328,791.1514399955165,2613.8763208746245,8433.860652292871,10807.911217667177,46,"{""n_estimators"": 290, ""max_depth"": 16, ""min_samples_split"": 9, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",1593.6518978577928,delta_energy_per_atom,none
1,1,1,RandomForest,delta_energy_per_atom,17.294598599019313,38.24405223465348,0.07097399665620274,8.11378186724692,22.166057689808312,90.03390694040503,158.93987084804672,46,"{""n_estimators"": 290, ""max_depth"": 16, ""min_samples_split"": 9, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",1593.6518978577928,delta_energy_per_atom,none
1,1,1,RandomForest,Final Energy,1570.289508765674,2927.803375165874,-0.03495239122452243,802.5085570300474,2201.9101253923345,8265.008603790966,10836.00929022648,46,"{""n_estimators"": 349, ""max_depth"": 12, ""min_samples_split"": 3, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",1528.0038371049488,delta_energy_per_atom,soft
1,1,1,RandomForest,delta_energy_per_atom,16.37233159922349,37.93678782160008,0.0858421860911488,7.609570767064714,18.702525224564496,89.58363347461093,159.35307779744824,46,"{""n_estimators"": 349, ""max_depth"": 12, ""min_samples_split"": 3, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",1528.0038371049488,delta_energy_per_atom,soft
1,1,1,RandomForest,Final Energy,1606.6152660527182,2982.4592387936077,-0.07395378232565086,781.72793263439,2369.516708737718,8464.477922668371,10821.121721207306,46,"{""n_estimators"": 202, ""max_depth"": 15, ""min_samples_split"": 6, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",1489.4476149228524,delta_energy_per_atom,robust
1,1,1,RandomForest,delta_energy_per_atom,16.688276358044355,38.3748404929917,0.06460890454989998,7.44246737057388,20.27606863459205,91.97687097496166,159.13414295893097,46,"{""n_estimators"": 202, ""max_depth"": 15, ""min_samples_split"": 6, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",1489.4476149228524,delta_energy_per_atom,robust
1,1,1,XGBoost,Final Energy,1730.266712022039,3142.647652480221,-0.1924164015959693,739.4433351943558,3022.9308472705193,8924.499508817175,11046.874433731751,46,"{""n_estimators"": 1053, ""max_depth"": 6, ""learning_rate"": 0.0028762124139673135, ""subsample"": 0.7559696107302061, ""colsample_bytree"": 0.7813819220494364, ""min_child_weight"": 1, ""reg_alpha"": 0.0005139588464262337, ""reg_lambda"": 6.440995829869916, ""gamma"": 0.03876766174060344}",1500.542459721382,delta_energy_per_atom,none
1,1,1,XGBoost,delta_energy_per_atom,17.870350394936658,39.6625731354749,0.0007783471995330693,5.95040136478362,25.579235059815325,96.73344881782542,162.4540357901728,46,"{""n_estimators"": 1053, ""max_depth"": 6, ""learning_rate"": 0.0028762124139673135, ""subsample"": 0.7559696107302061, ""colsample_bytree"": 0.7813819220494364, ""min_child_weight"": 1, ""reg_alpha"": 0.0005139588464262337, ""reg_lambda"": 6.440995829869916, ""gamma"": 0.03876766174060344}",1500.542459721382,delta_energy_per_atom,none
1,1,1,XGBoost,Final Energy,1896.0288702321736,3162.2831161570252,-0.20736353950448438,1075.2201631268613,3915.9299012255974,8566.098633725622,10291.108534073548,46,"{""n_estimators"": 1379, ""max_depth"": 6, ""learning_rate"": 0.0015686185612343129, ""subsample"": 0.72581425351412, ""colsample_bytree"": 0.7131581550634412, ""min_child_weight"": 1, ""reg_alpha"": 0.0690835627822864, ""reg_lambda"": 0.16368043050666353, ""gamma"": 0.0008790884496072195}",1551.223005653691,delta_energy_per_atom,soft
1,1,1,XGBoost,delta_energy_per_atom,18.676366932921386,38.159632151245695,0.07507094174767714,7.350373549658354,29.278824610641056,91.35587294282722,151.33983138343453,46,"{""n_estimators"": 1379, ""max_depth"": 6, ""learning_rate"": 0.0015686185612343129, ""subsample"": 0.72581425351412, ""colsample_bytree"": 0.7131581550634412, ""min_child_weight"": 1, ""reg_alpha"": 0.0690835627822864, ""reg_lambda"": 0.16368043050666353, ""gamma"": 0.0008790884496072195}",1551.223005653691,delta_energy_per_atom,soft
1,1,1,XGBoost,Final Energy,1925.7764090762876,3349.904841866623,-0.3548820814382383,842.6605765035606,3893.251176039123,9554.057429273107,10894.283247208314,46,"{""n_estimators"": 804, ""max_depth"": 5, ""learning_rate"": 0.00226682879966658, ""subsample"": 0.9881309517708204, ""colsample_bytree"": 0.7548517924479388, ""min_child_weight"": 1, ""reg_alpha"": 1.109933036969797e-08, ""reg_lambda"": 0.2561395249983637, ""gamma"": 2.708432842539388e-07}",1525.1635593090718,delta_energy_per_atom,robust
